,Price,# of Beds,# of Baths,Address,City,Zip Code
0,$966,3 Bd,"2 bath
    | 1,423",Frank,"Dallas, TX",75210
1,"$317,900",3 Bd,"2 bath
    | 1,428",7947 Claremont DR,"Dallas, TX",75228
2,"$50,000",1 Bd,1 bath,9833 Walnut Street,"Dallas, TX",75243
3,"$50,000",1 Bd,1 bath,9825 Walnut Street,"Dallas, TX",75243
4,"$50,000",1 Bd,1 bath,9809 Walnut Street,"Dallas, TX",75243
5,"$51,000",1 Bd,1 bath,9805 Walnut Street,"Dallas, TX",75243
6,"$51,000",1 Bd,1 bath,9815 Walnut Street,"Dallas, TX",75243
7,"$59,000",0 Bd,0 bath,1016 Claude Street,"Dallas, TX",75203
8,"$64,900",0 Bd,0 bath,2404 Alabama Avenue,"Dallas, TX",75216
9,"$70,000",1 Bd,2 bath,9833 Walnut Street,"Dallas, TX",75243
10,"$144,000",2 Bd,1 bath,8600 Coppertowne Lane,"Dallas, TX",75243
11,"$160,000",4 Bd,2 bath,6215 Teague Drive,"Dallas, TX",75241
12,"$160,000",2 Bd,1 bath,1446 Laura Lane,"Dallas, TX",75241
13,"$164,000",3 Bd,1 bath,2824 Belknap Avenue,"Dallas, TX",75216
14,"$173,000",2 Bd,"1 bath
    | 804",3615 Dutton Drive,"Dallas, TX",75211
15,"$180,000",4 Bd,3 bath,6015 Sunny Crest Lane,"Dallas, TX",75241
16,"$200,000",1 Bd,1 bath,1200 Main Street,"Dallas, TX",75202
17,"$206,000",1 Bd,1 bath,1122 Jackson Street,"Dallas, TX",75202
18,"$210,000",2 Bd,2 bath,6102 Summer Creek Circle,"Dallas, TX",75231
19,"$210,000",3 Bd,2 bath,13536 Vida Lane,"Dallas, TX",75253
20,"$219,900",3 Bd,2 bath,12146 Willowdell Drive,"Dallas, TX",75243
21,"$229,000",2 Bd,2 bath,5100 Verde Valley Lane,"Dallas, TX",75254
22,"$235,000",2 Bd,2 bath,4242 N Capistrano Drive,"Dallas, TX",75287
23,"$235,000",3 Bd,2 bath,2962 Housley Drive,"Dallas, TX",75228
24,"$235,000",3 Bd,"2 bath
    | 1,960",2962 Housley DR,"Dallas, TX",75228
25,"$239,900",3 Bd,3 bath,2820 Linfield Road,"Dallas, TX",75216
26,"$240,000",3 Bd,2 bath,2919 Gus Thomasson Road,"Dallas, TX",75228
27,"$249,900",3 Bd,2 bath,3035 Newcastle Drive,"Dallas, TX",75220
28,"$259,000",4 Bd,3 bath,2507 S Vernon Avenue,"Dallas, TX",75224
29,"$275,000",4 Bd,3 bath,9835 Whistler Drive,"Dallas, TX",75217
30,"$279,000",2 Bd,3 bath,5200 Martel Avenue,"Dallas, TX",75206
31,"$300,000",2 Bd,2 bath,2150 Lovedale Avenue,"Dallas, TX",75235
32,"$320,000",3 Bd,3 bath,4834 Fallon Place,"Dallas, TX",75227
33,"$325,000",2 Bd,2 bath,1407 Glenfield Avenue,"Dallas, TX",75224
34,"$325,000",3 Bd,2 bath,1627 Wilbur Street,"Dallas, TX",75224
35,"$340,000",2 Bd,2 bath,13911 Preston Valley Place,"Dallas, TX",75240
36,"$379,900",3 Bd,3 bath,9752 Burney Drive,"Dallas, TX",75243
37,"$435,000",3 Bd,2 bath,11232 Lanewood Circle,"Dallas, TX",75218
38,"$449,900",3 Bd,3 bath,2217 Kirby Street,"Dallas, TX",75204
39,"$459,990",2 Bd,3 bath,5015 Manett Street,"Dallas, TX",75206
40,"$470,000",2 Bd,3 bath,4611 Travis Street,"Dallas, TX",75205
41,"$475,000",3 Bd,3 bath,9703 Robin Hill Circle,"Dallas, TX",75238
42,"$475,000",4 Bd,2 bath,9723 Lanward Circle,"Dallas, TX",75238
43,"$485,000",3 Bd,3 bath,1632 Vaughan Court,"Dallas, TX",75208
44,"$509,900",3 Bd,4 bath,17201 Meadow Tree Circle,"Dallas, TX",75248
45,"$519,900",4 Bd,3 bath,202 S Edgefield Avenue,"Dallas, TX",75208
46,"$539,000",3 Bd,3 bath,180 S Cisco Street,"Dallas, TX",75226
47,"$599,000",3 Bd,3 bath,7001 Vivian Avenue,"Dallas, TX",75223
48,"$725,000",5 Bd,4 bath,10849 Scotspring Lane,"Dallas, TX",75218
49,"$725,000",4 Bd,4 bath,7704 Queens Garden Drive,"Dallas, TX",75248
50,"$759,000",5 Bd,4 bath,9591 Highedge Drive,"Dallas, TX",75238
51,"$799,000",3 Bd,3 bath,9118 Rock Daisy Court,"Dallas, TX",75231
52,"$850,000",5 Bd,6 bath,6858 Meadowcreek Drive,"Dallas, TX",75254
53,"$899,000",4 Bd,5 bath,9515 Moss Haven Drive,"Dallas, TX",75231
54,"$1,400,000",3 Bd,3 bath,6230 Joyce Way,"Dallas, TX",75225
55,"$1,595,000",5 Bd,5 bath,5331 Emerson Avenue,"Dallas, TX",75209
56,"$2,250,000",5 Bd,5 bath,5122 Horseshoe Trail,"Dallas, TX",75209
57,"$3,400",1 Bd,2 bath,2900 Mckinnon Street,"Dallas, TX",75201
58,"$30,000",0 Bd,0 bath,3139 Mcdermott Avenue,"Dallas, TX",75215
59,"$82,500",1 Bd,1 bath,5001 Bowser Avenue,"Dallas, TX",75209
60,"$89,900",1 Bd,1 bath,8601 Park Lane,"Dallas, TX",75231
61,"$125,375",3 Bd,1 bath,2121 Lolita Drive,"Dallas, TX",75227
62,"$128,500",1 Bd,1 bath,2627 Douglas Avenue,"Dallas, TX",75219
63,"$129,900",2 Bd,1 bath,8550 Fair Oaks Crossing,"Dallas, TX",75243
64,"$129,900",3 Bd,2 bath,3700 Hancock Street,"Dallas, TX",75210
65,"$130,000",2 Bd,1 bath,10121 Stebbins Street,"Dallas, TX",75217
66,"$130,000",1 Bd,1 bath,5550 Spring Valley Road,"Dallas, TX",75254
67,"$135,000",2 Bd,2 bath,9801 Royal Lane,"Dallas, TX",75231
68,"$139,000",2 Bd,2 bath,12888 Montfort Drive,"Dallas, TX",75230
69,"$144,000",2 Bd,"1 bath
    | 868",8600 Coppertowne Lane #1705,"Dallas, TX",75243
70,"$145,000",2 Bd,1 bath,4117 Pampas Street,"Dallas, TX",75211
71,"$145,000",1 Bd,1 bath,5335 Bent Tree Forest Drive,"Dallas, TX",75248
72,"$146,750",3 Bd,1 bath,8615 Files Street,"Dallas, TX",75217
73,"$154,900",3 Bd,2 bath,511 Glencairn Drive,"Dallas, TX",75232
74,"$155,000",3 Bd,1 bath,3038 Marjorie Avenue,"Dallas, TX",75216
75,"$169,000",4 Bd,2 bath,4410 Cinda Ree Lane,"Dallas, TX",75216
76,"$174,900",2 Bd,2 bath,7706 Meadow Road,"Dallas, TX",75230
77,"$175,000",3 Bd,2 bath,1816 Peabody Avenue,"Dallas, TX",75215
78,"$177,000",2 Bd,2 bath,5051 N Hall Street,"Dallas, TX",75235
79,"$178,374",4 Bd,2 bath,1920 Oak Hill Circle,"Dallas, TX",75217
80,"$180,000",1 Bd,2 bath,5100 Verde Valley Lane,"Dallas, TX",75254
81,"$180,000",0 Bd,0 bath,12002 Garden Grove Drive,"Dallas, TX",75253
82,"$184,000",2 Bd,2 bath,5881 Preston View Boulevard,"Dallas, TX",75240
83,"$184,000",1 Bd,2 bath,7640 W Greenway Boulevard,"Dallas, TX",75209
84,"$189,000",3 Bd,2 bath,1619 Mcadams Avenue,"Dallas, TX",75224
85,"$190,000",3 Bd,2 bath,2314 Toulon Lane,"Dallas, TX",75227
86,"$195,000",4 Bd,2 bath,4105 Hamilton Avenue,"Dallas, TX",75210
87,"$215,995",3 Bd,2 bath,1811 Goldwood Drive,"Dallas, TX",75232
88,"$217,000",3 Bd,3 bath,5808 Sandhurst Lane,"Dallas, TX",75206
89,"$225,000",5 Bd,2 bath,2720 E Atoll Drive,"Dallas, TX",75216
90,"$225,000",1 Bd,1 bath,1200 Main Street,"Dallas, TX",75202
91,"$225,000",3 Bd,3 bath,9826 Amberton Parkway,"Dallas, TX",75243
92,"$229,900",4 Bd,3 bath,406 Penguin Drive,"Dallas, TX",75241
93,"$235,000",4 Bd,3 bath,3919 Kenilworth Street,"Dallas, TX",75210
94,"$235,000",2 Bd,2 bath,6234 Bandera Avenue,"Dallas, TX",75225
95,"$239,900",2 Bd,3 bath,17820 Windflower Way,"Dallas, TX",75252
96,"$240,000",3 Bd,2 bath,1926 Berwick Avenue,"Dallas, TX",75203
97,"$240,000",1 Bd,2 bath,4102 Buena Vista Street,"Dallas, TX",75204
98,"$240,000",3 Bd,1 bath,11364 Lanewood Circle,"Dallas, TX",75218
99,"$240,000",3 Bd,2 bath,9307 Sandyhook Circle,"Dallas, TX",75227
100,"$245,000",3 Bd,2 bath,2210 Tosca Lane,"Dallas, TX",75224
101,"$249,000",3 Bd,2 bath,804 Cameron Avenue,"Dallas, TX",75223
102,"$250,000",4 Bd,2 bath,2639 Crest Ridge Drive,"Dallas, TX",75228
103,"$259,000",2 Bd,2 bath,2727 Reagan Street,"Dallas, TX",75219
104,"$259,900",4 Bd,2 bath,4144 Pluto Street,"Dallas, TX",75212
105,"$269,900",3 Bd,2 bath,100 N Hampton Road,"Dallas, TX",75208
106,"$299,000",3 Bd,2 bath,2119 Highwood Drive,"Dallas, TX",75228
107,"$317,900",0 Bd,0 bath,621 W 9th Street,"Dallas, TX",75208
108,"$319,000",4 Bd,2 bath,3531 Burlingdell Avenue,"Dallas, TX",75211
109,"$327,900",2 Bd,2 bath,1530 S Montreal Avenue,"Dallas, TX",75208
110,"$329,500",2 Bd,2 bath,4319 Bowser Avenue,"Dallas, TX",75219
111,"$329,900",3 Bd,2 bath,6932 Allview Lane,"Dallas, TX",75227
112,"$340,000",3 Bd,2 bath,2340 Peavy Place,"Dallas, TX",75228
113,"$349,900",3 Bd,2 bath,5200 Keller Springs Road,"Dallas, TX",75248
114,"$349,900",3 Bd,2 bath,2435 Hillsboro Avenue,"Dallas, TX",75228
115,"$359,000",4 Bd,2 bath,17928 Brent Drive,"Dallas, TX",75287
116,"$369,000",2 Bd,2 bath,2121 Kessler Court,"Dallas, TX",75208
117,"$374,900",3 Bd,2 bath,8949 Boundbrook Avenue,"Dallas, TX",75243
118,"$375,000",4 Bd,3 bath,12618 Trenton Drive,"Dallas, TX",75243
119,"$385,000",3 Bd,3 bath,2504 Kingsridge Drive,"Dallas, TX",75287
120,"$389,000",3 Bd,3 bath,2360 Peavy Place,"Dallas, TX",75228
121,"$390,000",3 Bd,2 bath,10660 Longmeadow Drive,"Dallas, TX",75238
122,"$390,000",2 Bd,2 bath,8634 Lockhaven Drive,"Dallas, TX",75238
123,"$390,000",3 Bd,3 bath,8783 Oak Stream,"Dallas, TX",75243
124,"$395,000",3 Bd,2 bath,9747 E Lake Highlands Drive,"Dallas, TX",75218
125,"$407,800",3 Bd,"3 bath
    | 2,636",6226 La Cosa DR,"Dallas, TX",75248
126,"$415,000",4 Bd,2 bath,11060 Wallbrook Drive,"Dallas, TX",75238
127,"$425,000",3 Bd,2 bath,10912 Beauty Lane,"Dallas, TX",75229
128,"$425,000",4 Bd,2 bath,3928 Walden Way,"Dallas, TX",75287
129,"$425,900",4 Bd,3 bath,6720 Natures Way,"Dallas, TX",75236
130,"$439,000",3 Bd,3 bath,4103 Country Brook Drive,"Dallas, TX",75287
131,"$440,000",4 Bd,3 bath,3139 Whirlaway Road,"Dallas, TX",75229
132,"$450,000",0 Bd,0 bath,1416 N Carroll Avenue,"Dallas, TX",75204
133,"$450,000",3 Bd,2 bath,8105 Claremont Drive,"Dallas, TX",75228
134,"$454,900",2 Bd,3 bath,3501 Dickason Avenue,"Dallas, TX",75219
135,"$459,000",3 Bd,2 bath,10315 Cromwell Drive,"Dallas, TX",75229
136,"$465,000",3 Bd,3 bath,9102 Summer Glen,"Dallas, TX",75243
137,"$475,000",4 Bd,3 bath,3228 Altman Drive,"Dallas, TX",75229
138,"$479,000",0 Bd,1 bath,6246 Lakeshore Drive,"Dallas, TX",75214
139,"$485,000",3 Bd,3 bath,10211 Carry Back Circle,"Dallas, TX",75229
140,"$487,500",3 Bd,1 bath,917 N Beckley Avenue,"Dallas, TX",75203
141,"$487,500",2 Bd,1 bath,915 N Beckley Avenue,"Dallas, TX",75203
142,"$487,500",4 Bd,2 bath,909 N Beckley Avenue,"Dallas, TX",75203
143,"$487,500",2 Bd,2 bath,112 W 5 th Street,"Dallas, TX",75208
144,"$495,000",2 Bd,3 bath,4962 Fuqua Street,"Dallas, TX",75206
145,"$499,000",2 Bd,2 bath,6218 Reiger Avenue,"Dallas, TX",75214
146,"$499,900",3 Bd,2 bath,10619 Lakemere Drive,"Dallas, TX",75238
147,"$499,999",4 Bd,3 bath,10548 Wyatt Street,"Dallas, TX",75218
148,"$500,000",3 Bd,3 bath,3836 Antigua Drive,"Dallas, TX",75244
149,"$519,000",2 Bd,3 bath,1771 McCoy Street,"Dallas, TX",75204
150,"$525,000",3 Bd,3 bath,4060 Travis Street,"Dallas, TX",75204
151,"$525,000",2 Bd,3 bath,4931 Jack Court,"Dallas, TX",75206
152,"$525,000",4 Bd,3 bath,4319 Firebrick Lane,"Dallas, TX",75287
153,"$535,000",3 Bd,2 bath,1520 San Saba Drive,"Dallas, TX",75218
154,"$535,000",3 Bd,2 bath,118 N Winnetka Avenue,"Dallas, TX",75208
155,"$535,000",2 Bd,2 bath,4118 Park Lane,"Dallas, TX",75220
156,"$545,000",4 Bd,2 bath,6424 E Lovers Lane,"Dallas, TX",75214
157,"$549,000",4 Bd,3 bath,7138 Tabor Drive,"Dallas, TX",75231
158,"$549,900",2 Bd,2 bath,6926 Vivian Avenue,"Dallas, TX",75223
159,"$550,000",5 Bd,4 bath,7606 Kevin Drive,"Dallas, TX",75248
160,"$579,900",4 Bd,4 bath,2055 Angelina Drive,"Dallas, TX",75212
161,"$585,000",3 Bd,4 bath,4029 Bowser Avenue,"Dallas, TX",75219
162,"$589,900",4 Bd,4 bath,7610 Dunoon Avenue,"Dallas, TX",75248
163,"$599,750",3 Bd,2 bath,5227 Homer Street,"Dallas, TX",75206
164,"$649,900",3 Bd,2 bath,7845 Blackbird Lane,"Dallas, TX",75238
165,"$650,000",3 Bd,2 bath,818 Cordova Street,"Dallas, TX",75223
166,"$659,500",4 Bd,3 bath,6406 La Manga Drive,"Dallas, TX",75248
167,"$669,000",3 Bd,4 bath,2813 State Street,"Dallas, TX",75204
168,"$674,900",4 Bd,5 bath,5616 Willow Wood Lane,"Dallas, TX",75252
169,"$675,000",3 Bd,2 bath,8914 Santa Clara Drive,"Dallas, TX",75218
170,"$688,800",0 Bd,0 bath,4006 Wycliff Avenue,"Dallas, TX",75219
171,"$699,000",3 Bd,3 bath,10746 Royal Springs Drive,"Dallas, TX",75229
172,"$725,000",3 Bd,2 bath,5432 Druid Lane,"Dallas, TX",75209
173,"$729,000",4 Bd,5 bath,5505 Ellsworth Avenue,"Dallas, TX",75206
174,"$749,900",4 Bd,3 bath,8110 San Cristobal Drive,"Dallas, TX",75218
175,"$765,000",4 Bd,3 bath,5827 Morningside Avenue,"Dallas, TX",75206
176,"$775,000",4 Bd,4 bath,5806 Royal Crest Drive,"Dallas, TX",75230
177,"$785,000",3 Bd,2 bath,5935 Royal Crest Drive,"Dallas, TX",75230
178,"$799,000",4 Bd,3 bath,6122 Richmond Avenue,"Dallas, TX",75214
179,"$799,000",3 Bd,4 bath,6243 Monticello Avenue,"Dallas, TX",75214
180,"$799,000",3 Bd,5 bath,1 Royal Way,"Dallas, TX",75229
181,"$815,000",4 Bd,4 bath,4228 Glenaire Drive,"Dallas, TX",75229
182,"$825,000",3 Bd,3 bath,4612 Live Oak Street,"Dallas, TX",75204
183,"$825,000",0 Bd,0 bath,4618 Live Oak Street,"Dallas, TX",75204
184,"$829,500",3 Bd,2 bath,6882 Avalon Avenue,"Dallas, TX",75214
185,"$840,000",4 Bd,3 bath,5334 Morningside Avenue,"Dallas, TX",75206
186,"$869,900",4 Bd,3 bath,5301 Merrimac Avenue,"Dallas, TX",75206
187,"$895,000",4 Bd,3 bath,6664 Yosemite Lane,"Dallas, TX",75214
188,"$895,000",4 Bd,3 bath,9231 Moss Haven Drive,"Dallas, TX",75231
189,"$899,000",5 Bd,5 bath,3739 Vinecrest Drive,"Dallas, TX",75229
190,"$940,000",4 Bd,4 bath,4748 Hallmark Drive,"Dallas, TX",75229
191,"$974,900",2 Bd,2 bath,8510 Catawba Road,"Dallas, TX",75209
192,"$979,100",4 Bd,4 bath,6716 Azalea Lane,"Dallas, TX",75230
193,"$1,095,000",5 Bd,"4 bath
    | 3,657",7602 Roper Street,"Dallas, TX",75209
194,"$1,100,000",3 Bd,2 bath,7007 Inwood Road,"Dallas, TX",75209
195,"$1,119,000",5 Bd,4 bath,16118 Ranchita Drive,"Dallas, TX",75248
196,"$1,124,000",4 Bd,5 bath,3911 Park Lane,"Dallas, TX",75220
197,"$1,150,000",5 Bd,7 bath,16208 Ranchita Drive,"Dallas, TX",75248
198,"$1,195,000",4 Bd,6 bath,14140 Valley Creek Drive,"Dallas, TX",75254
199,"$1,320,000",5 Bd,6 bath,2119 Madera Street,"Dallas, TX",75206
200,"$1,350,000",5 Bd,6 bath,4037 Lively Lane,"Dallas, TX",75220
201,"$1,399,000",3 Bd,3 bath,22 Vanguard Way,"Dallas, TX",75243
202,"$1,425,000",5 Bd,6 bath,6506 Barnsbury Court,"Dallas, TX",75248
203,"$1,500,000",3 Bd,3 bath,6725 Gaston Avenue,"Dallas, TX",75214
204,"$1,695,000",3 Bd,5 bath,7021 Stone Meadow Drive,"Dallas, TX",75230
205,"$1,850,000",5 Bd,4 bath,6711 Aberdeen Avenue,"Dallas, TX",75230
206,"$1,950,000",5 Bd,3 bath,917 N Beckley Avenue,"Dallas, TX",75203
207,"$1,950,000",3 Bd,2 bath,915 N Beckley Avenue,"Dallas, TX",75203
208,"$1,950,000",4 Bd,2 bath,909 N Beckley Avenue,"Dallas, TX",75203
209,"$1,950,000",2 Bd,2 bath,112 W 5th Street,"Dallas, TX",75208
210,"$2,150,000",5 Bd,7 bath,6630 Northport Drive,"Dallas, TX",75230
211,"$2,200,000",5 Bd,5 bath,7219 Marquette Street,"Dallas, TX",75225
212,"$2,990,000",5 Bd,6 bath,6823 Northport Drive,"Dallas, TX",75230
213,"$3,195,000",4 Bd,5 bath,4110 Cochran Chapel,"Dallas, TX",75209
214,"$3,950,000",2 Bd,3 bath,1747 Leonard Street,"Dallas, TX",75201
215,"$54,999",0 Bd,0 bath,2000 Dowdy Ferry Road,"Dallas, TX",75217
216,"$97,000",3 Bd,1 bath,2060 Echo Lake Drive,"Dallas, TX",75253
217,"$99,900",1 Bd,1 bath,6646 E Lovers Lane,"Dallas, TX",75214
218,"$99,900",1 Bd,"1 bath
    | 687",6646 E Lovers LN 1501,"Dallas, TX",75214
219,"$119,000",1 Bd,1 bath,5325 Bent Tree Forest Drive,"Dallas, TX",75248
220,"$119,900",1 Bd,1 bath,5335 Bent Tree Forest Drive,"Dallas, TX",75248
221,"$121,000",3 Bd,2 bath,414 W Montana Avenue,"Dallas, TX",75224
222,"$125,000",1 Bd,2 bath,8404 Forest Lane,"Dallas, TX",75243
223,"$150,000",2 Bd,1 bath,8555 Fair Oaks Crossing,"Dallas, TX",75243
224,"$154,500",3 Bd,1 bath,10427 Benbrook Drive,"Dallas, TX",75228
225,"$155,000",3 Bd,2 bath,13753 Biggs Street,"Dallas, TX",75253
226,"$160,000",1 Bd,2 bath,4777 Cedar Springs Road,"Dallas, TX",75219
227,"$160,000",1 Bd,2 bath,5300 Keller Springs Road,"Dallas, TX",75248
228,"$164,900",2 Bd,2 bath,1945 New Haven Drive,"Dallas, TX",75217
229,"$175,000",1 Bd,2 bath,5100 E Verde Valley Lane,"Dallas, TX",75254
230,"$179,900",2 Bd,3 bath,9222 Church Road,"Dallas, TX",75231
231,"$180,000",3 Bd,2 bath,11302 Castolon Drive,"Dallas, TX",75228
232,"$180,000",4 Bd,2 bath,150 Buttercup Lane,"Dallas, TX",75217
233,"$181,900",3 Bd,2 bath,1337 Kingsley Drive,"Dallas, TX",75216
234,"$182,500",2 Bd,2 bath,9910 Royal Lane,"Dallas, TX",75231
235,"$185,000",2 Bd,2 bath,14277 Preston Road,"Dallas, TX",75254
236,"$189,000",2 Bd,"2 bath
    | 1,323",14151 Montfort Unit# 213,"Dallas, TX",75254
237,"$194,000",2 Bd,3 bath,9910 Royal Lane,"Dallas, TX",75231
238,"$195,000",1 Bd,1 bath,3883 Turtle Creek Boulevard,"Dallas, TX",75219
239,"$195,000",2 Bd,2 bath,5757 E University Boulevard,"Dallas, TX",75206
240,"$199,500",2 Bd,2 bath,5200 Martel Avenue,"Dallas, TX",75206
241,"$205,000",1 Bd,1 bath,4605 Cedar Springs Road,"Dallas, TX",75219
242,"$205,000",2 Bd,2 bath,9202 Firelog Lane,"Dallas, TX",75243
243,"$209,000",3 Bd,2 bath,7616 Texridge Drive,"Dallas, TX",75232
244,"$211,000",1 Bd,1 bath,1122 Jackson Street,"Dallas, TX",75202
245,"$215,000",3 Bd,2 bath,11812 Flamingo Lane,"Dallas, TX",75218
246,"$220,000",2 Bd,2 bath,9721 Smokefeather Lane,"Dallas, TX",75243
247,"$225,000",3 Bd,2 bath,10938 Desdemona Drive,"Dallas, TX",75228
248,"$232,500",1 Bd,1 bath,4031 Holland Avenue,"Dallas, TX",75219
249,"$234,900",4 Bd,3 bath,7702 Ike Avenue,"Dallas, TX",75241
250,"$239,000",3 Bd,2 bath,13119 Southview Lane,"Dallas, TX",75240
251,"$239,900",2 Bd,"3 bath
    | 1,297",17820 Windflower WAY # 1404,"Dallas, TX",75252
252,"$239,900",4 Bd,2 bath,2436 Oak Dale Road,"Dallas, TX",75241
253,"$239,999",1 Bd,1 bath,1200 Main Street,"Dallas, TX",75202
254,"$240,000",1 Bd,2 bath,4242 Buena Vista Street,"Dallas, TX",75205
255,"$245,000",3 Bd,2 bath,6903 Sammy Circle,"Dallas, TX",75237
256,"$249,900",3 Bd,1 bath,6131 Lewisburg Lane,"Dallas, TX",75237
257,"$250,000",3 Bd,2 bath,9963 Constance Street,"Dallas, TX",75220
258,"$250,000",3 Bd,2 bath,9209 Sweetwater Drive,"Dallas, TX",75228
259,"$250,000",0 Bd,0 bath,12100 Garden Grove Drive,"Dallas, TX",75253
260,"$259,900",4 Bd,3 bath,3139 Dusty Oak Drive,"Dallas, TX",75227
261,"$259,900",1 Bd,2 bath,4242 Buena Vista Street,"Dallas, TX",75205
262,"$260,000",4 Bd,3 bath,9246 Emberglow Lane,"Dallas, TX",75243
263,"$269,700",3 Bd,2 bath,4920 Hollow Ridge Road,"Dallas, TX",75227
264,"$299,900",3 Bd,2 bath,9408 Thornberry Lane,"Dallas, TX",75220
265,"$300,000",3 Bd,2 bath,1511 Matagorda Drive,"Dallas, TX",75232
266,"$310,000",2 Bd,3 bath,1323 Saint Joseph Street,"Dallas, TX",75204
267,"$315,000",2 Bd,2 bath,6314C Bandera Avenue,"Dallas, TX",75225
268,"$317,000",2 Bd,2 bath,6211 W Northwest Highway,"Dallas, TX",75225
269,"$319,000",2 Bd,2 bath,4107 Bowser Avenue,"Dallas, TX",75219
270,"$319,000",4 Bd,2 bath,6830 Prairie Flower Trail,"Dallas, TX",75227
271,"$325,000",4 Bd,3 bath,3190 Lockmoor Lane,"Dallas, TX",75220
272,"$329,500",2 Bd,2 bath,2427 Catherine Street,"Dallas, TX",75211
273,"$329,900",2 Bd,3 bath,4325 Bowser Avenue,"Dallas, TX",75219
274,"$349,900",3 Bd,3 bath,4127 Joshua Lane,"Dallas, TX",75287
275,"$350,000",2 Bd,1 bath,2710 Kimsey Drive,"Dallas, TX",75235
276,"$355,000",2 Bd,2 bath,4017 Buena Vista Street,"Dallas, TX",75204
277,"$374,900",3 Bd,2 bath,7603 Kenwell Street,"Dallas, TX",75209
278,"$374,900",2 Bd,3 bath,1725 Bennett Avenue,"Dallas, TX",75206
279,"$375,000",3 Bd,2 bath,3251 Leahy Drive,"Dallas, TX",75229
280,"$375,000",3 Bd,1 bath,2812 Alden Avenue,"Dallas, TX",75211
281,"$379,900",2 Bd,3 bath,1529 Seegar Street,"Dallas, TX",75215
282,"$389,000",3 Bd,2 bath,9612 Ferndale Road,"Dallas, TX",75238
283,"$389,000",3 Bd,3 bath,3847 Stockton Lane,"Dallas, TX",75287
284,"$390,000",3 Bd,3 bath,1500 Pecos Street,"Dallas, TX",75204
285,"$395,000",2 Bd,3 bath,5411 Maple Springs Boulevard,"Dallas, TX",75235
286,"$400,000",3 Bd,2 bath,2638 Alco Avenue,"Dallas, TX",75211
287,"$407,800",3 Bd,3 bath,6226 La Cosa Drive,"Dallas, TX",75248
288,"$414,900",2 Bd,3 bath,1725 Bennett Avenue,"Dallas, TX",75206
289,"$415,000",3 Bd,2 bath,3227 Citation Drive,"Dallas, TX",75229
290,"$415,000",3 Bd,2 bath,3715 Valley Ridge Road,"Dallas, TX",75220
291,"$415,000",5 Bd,4 bath,7049 Belteau Lane,"Dallas, TX",75227
292,"$425,000",1 Bd,2 bath,2323 N Houston Street,"Dallas, TX",75219
293,"$430,000",3 Bd,2 bath,409 S Rosemont Avenue,"Dallas, TX",75208
294,"$448,000",2 Bd,3 bath,1914 Euclid Avenue,"Dallas, TX",75206
295,"$450,000",4 Bd,"3 bath
    | 1,681",1823 Naylor Street,"Dallas, TX",75228
296,"$450,000",2 Bd,2 bath,6341 E Lovers Lane,"Dallas, TX",75214
297,"$450,000",3 Bd,3 bath,2015 Kidwell Street,"Dallas, TX",75214
298,"$451,000",2 Bd,3 bath,3024 Zenia Drive,"Dallas, TX",75204
299,"$454,900",2 Bd,"3 bath
    | 2,400",3501 Dickason Avenue Unit# B,"Dallas, TX",75219
300,"$455,000",3 Bd,2 bath,10426 Royalwood Drive,"Dallas, TX",75238
301,"$469,900",1 Bd,2 bath,2828 Hood Street,"Dallas, TX",75219
302,"$475,000",4 Bd,"3 bath
    | 2,820",3924 Belton Drive,"Dallas, TX",75287
303,"$475,000",3 Bd,2 bath,7036 Winchester Street,"Dallas, TX",75231
304,"$475,000",4 Bd,3 bath,6907 Middle Cove Drive,"Dallas, TX",75248
305,"$479,900",2 Bd,2 bath,6035 Ellsworth Avenue,"Dallas, TX",75206
306,"$495,000",2 Bd,2 bath,6054 Winton Street,"Dallas, TX",75206
307,"$499,000",3 Bd,3 bath,7952 Minglewood Lane,"Dallas, TX",75231
308,"$500,000",3 Bd,3 bath,6558 Laurel Valley Road,"Dallas, TX",75248
309,"$507,000",2 Bd,3 bath,2411 N Hall Street,"Dallas, TX",75204
310,"$515,000",3 Bd,4 bath,2417 Thatcher Drive,"Dallas, TX",75206
311,"$520,000",3 Bd,4 bath,5331 Holland Avenue,"Dallas, TX",75209
312,"$525,000",4 Bd,3 bath,3390 Northaven Road,"Dallas, TX",75229
313,"$535,000",2 Bd,3 bath,2217 Annex Avenue,"Dallas, TX",75204
314,"$539,000",0 Bd,0 bath,1869 Summit Avenue,"Dallas, TX",75206
315,"$545,000",3 Bd,"4 bath
    | 2,438",4212 Bowser Avenue #C,"Dallas, TX",75219
316,"$545,000",4 Bd,3 bath,3999 Goodfellow Drive,"Dallas, TX",75229
317,"$550,000",2 Bd,3 bath,4030 Travis Street,"Dallas, TX",75204
318,"$560,000",3 Bd,4 bath,2411 Hall Street,"Dallas, TX",75204
319,"$589,900",5 Bd,3 bath,10006 Milltrail Drive,"Dallas, TX",75238
320,"$595,000",3 Bd,4 bath,4211 Rawlins Street,"Dallas, TX",75219
321,"$599,000",3 Bd,2 bath,9634 Shoreview Road,"Dallas, TX",75238
322,"$614,700",4 Bd,3 bath,5120 Vandelia Street,"Dallas, TX",75235
323,"$615,950",4 Bd,3 bath,6726 Crestland Avenue,"Dallas, TX",75252
