,Price,# of Beds,# of Baths,Address,City,Zip Code
1663,"$374,000",4 Bd,3 bath,6025 Foxwheel Place,"Fort Worth, TX",76123
1664,"$410,000",4 Bd,4 bath,6133 Plum Orchard Trail,"Fort Worth, TX",76179
1665,"$419,432",3 Bd,2 bath,2344 Offerande Drive,"Fort Worth, TX",76008
1666,"$435,000",3 Bd,4 bath,3527 Westcliff Road S,"Fort Worth, TX",76109
1667,"$439,900",5 Bd,3 bath,9505 Cholla Cactus Trail,"Fort Worth, TX",76177
1668,"$450,000",4 Bd,4 bath,5125 Azul Lane,"Fort Worth, TX",76036
1669,"$484,990",5 Bd,4 bath,11804 Balta Drive,"Fort Worth, TX",76244
1670,"$493,072",4 Bd,3 bath,7413 Foxgrass Place,"Fort Worth, TX",76123
1671,"$529,000",4 Bd,2 bath,2204 Edwin Street,"Fort Worth, TX",76110
1672,"$621,000",4 Bd,4 bath,3809 Winslow Drive,"Fort Worth, TX",76109
1673,"$663,000",4 Bd,4 bath,2217 Stanley Avenue,"Fort Worth, TX",76110
1674,"$685,000",4 Bd,5 bath,5617 Byers Avenue,"Fort Worth, TX",76107
1675,"$1,690,000",5 Bd,6 bath,6613 York Street,"Fort Worth, TX",76132
1676,"$45,000",0 Bd,0 bath,5725 Wellesley Avenue,"Fort Worth, TX",76107
1677,"$149,900",3 Bd,1 bath,4605 Quails Lane,"Fort Worth, TX",76119
1678,"$172,000",3 Bd,2 bath,5937 Diaz Avenue,"Fort Worth, TX",76107
1679,"$175,000",3 Bd,1 bath,1505 Selene Street,"Fort Worth, TX",76106
1680,"$179,000",2 Bd,2 bath,3257 Donnelly Circle,"Fort Worth, TX",76107
1681,"$189,900",3 Bd,2 bath,636 Upton Avenue,"Fort Worth, TX",76103
1682,"$189,990",3 Bd,2 bath,8028 Arbor Ave,"Fort Worth, TX",76116
1683,"$194,900",3 Bd,2 bath,512 Flint Street,"Fort Worth, TX",76115
1684,"$194,999",4 Bd,3 bath,3608 Avenue J,"Fort Worth, TX",76105
1685,"$199,000",3 Bd,2 bath,245 Chalk Mountain Drive,"Fort Worth, TX",76140
1686,"$199,900",2 Bd,1 bath,5009 Locke Avenue,"Fort Worth, TX",76107
1687,"$199,900",3 Bd,2 bath,220 Chalk Mountain Drive,"Fort Worth, TX",76140
1688,"$199,900",3 Bd,2 bath,4021 Engleman Street,"Fort Worth, TX",76137
1689,"$199,900",3 Bd,2 bath,2817 S Meadow Drive,"Fort Worth, TX",76133
1690,"$200,000",2 Bd,1 bath,1908 N Riverside Drive,"Fort Worth, TX",76111
1691,"$204,800",3 Bd,2 bath,5505 Wales Avenue,"Fort Worth, TX",76133
1692,"$210,000",3 Bd,"2 bath
    | 1,455",9525 Navarro Street,"Fort Worth, TX",76036
1693,"$219,000",4 Bd,2 bath,3008 San Marcos Drive,"Fort Worth, TX",76116
1694,"$220,000",3 Bd,2 bath,1105 Eagle Claw Drive,"Fort Worth, TX",76052
1695,"$220,000",3 Bd,2 bath,5729 Stone Meadow Lane,"Fort Worth, TX",76179
1696,"$220,000",3 Bd,2 bath,7412 Beckwood Drive,"Fort Worth, TX",76112
1697,"$223,209",3 Bd,2 bath,4901 Whistler Drive,"Fort Worth, TX",76133
1698,"$229,700",3 Bd,2 bath,1900 Willow Vale Drive,"Fort Worth, TX",76134
1699,"$235,000",1 Bd,1 bath,3320 Camp Bowie Boulevard,"Fort Worth, TX",76107
1700,"$235,000",3 Bd,2 bath,4928 Chapman Street,"Fort Worth, TX",76105
1701,"$235,200",3 Bd,2 bath,4820 Willow Branch Court,"Fort Worth, TX",76036
1702,"$239,000",3 Bd,2 bath,1805 Junius Street,"Fort Worth, TX",76103
1703,"$239,500",4 Bd,2 bath,4048 Winfield Avenue,"Fort Worth, TX",76109
1704,"$245,300",3 Bd,2 bath,8513 Cactus Flower Drive,"Fort Worth, TX",76131
1705,"$249,000",3 Bd,3 bath,1812 Diamond Lake Trail,"Fort Worth, TX",76247
1706,"$250,000",3 Bd,2 bath,829 San Miguel Trail,"Fort Worth, TX",76052
1707,"$255,000",4 Bd,2 bath,324 Memory Drive,"Fort Worth, TX",76108
1708,"$260,000",3 Bd,3 bath,9921 Shelburne,"Fort Worth, TX",76244
1709,"$260,000",2 Bd,2 bath,201 W Lancaster Avenue,"Fort Worth, TX",76102
1710,"$264,999",3 Bd,"2 bath
    | 1,612",15921 Avenel Way,"Fort Worth, TX",76177
1711,"$266,000",3 Bd,2 bath,7900 Flowertree Court,"Fort Worth, TX",76137
1712,"$269,000",4 Bd,3 bath,7512 Mesa Verde Trail,"Fort Worth, TX",76137
1713,"$274,900",3 Bd,2 bath,3305 Leith Avenue,"Fort Worth, TX",76133
1714,"$276,000",3 Bd,3 bath,10404 Sixpence Lane,"Fort Worth, TX",76108
1715,"$280,000",5 Bd,3 bath,5608 Wiltshire Drive,"Fort Worth, TX",76135
1716,"$1,267",3 Bd,"2 bath
    | 1,408",Highbrook,"Garland, TX",75044
1717,"$179,900",2 Bd,2 bath,2224 Limestone Lane,"Garland, TX",75040
1718,"$206,900",3 Bd,2 bath,6310 Green Valley Drive,"Garland, TX",75043
1719,"$234,900",3 Bd,2 bath,2005 High Summit Drive,"Garland, TX",75041
1720,"$238,000",3 Bd,2 bath,3701 Tulane Circle,"Garland, TX",75043
1721,"$240,000",3 Bd,2 bath,450 Thistle Drive,"Garland, TX",75043
1722,"$259,000",3 Bd,3 bath,4806 Snowdrop Drive,"Garland, TX",75043
1723,"$270,000",3 Bd,2 bath,3142 Lariat,"Garland, TX",75042
1724,"$309,700",4 Bd,3 bath,1625 Nicole Lane,"Garland, TX",75040
1725,"$399,997",4 Bd,"4 bath
    | 3,425",2806 Knightsbridge LN,"Garland, TX",75043
1726,"$159,950",3 Bd,1 bath,1504 Lakewood Drive,"Garland, TX",75042
1727,"$199,900",3 Bd,2 bath,3229 Old Orchard Road,"Garland, TX",75041
1728,"$209,000",2 Bd,1 bath,1504 Hilltop Drive,"Garland, TX",75042
1729,"$220,000",3 Bd,2 bath,538 Grinnell Drive,"Garland, TX",75043
1730,"$222,800",3 Bd,2 bath,1401 Inwood Boulevard,"Garland, TX",75042
1731,"$225,000",3 Bd,2 bath,2204 Sharon Drive,"Garland, TX",75041
1732,"$259,000",5 Bd,3 bath,5437 La Jolla Drive,"Garland, TX",75043
1733,"$260,000",3 Bd,2 bath,1817 Bardfield Avenue,"Garland, TX",75041
1734,"$260,000",3 Bd,2 bath,2826 Geneva Drive,"Garland, TX",75040
1735,"$300,000",4 Bd,3 bath,1905 Hilltop Drive,"Garland, TX",75042
1736,"$320,000",3 Bd,3 bath,4726 Maritime Cove,"Garland, TX",75043
1737,"$325,000",2 Bd,3 bath,6603 Wildlife Trail,"Garland, TX",75044
1738,"$435,000",4 Bd,4 bath,4414 Willett Lane,"Garland, TX",75043
1739,"$479,900",4 Bd,4 bath,801 Royal Birkdale Drive,"Garland, TX",75044
1740,"$179,000",3 Bd,2 bath,1820 Place One Lane,"Garland, TX",75042
1741,"$185,500",3 Bd,2 bath,1609 Axe Drive,"Garland, TX",75041
1742,"$225,000",4 Bd,2 bath,822 Westbrook Drive,"Garland, TX",75043
1743,"$240,000",3 Bd,2 bath,4006 Bucknell Drive,"Garland, TX",75042
1744,"$255,000",4 Bd,2 bath,2906 Branch Oaks Drive,"Garland, TX",75043
1745,"$279,000",3 Bd,2 bath,4506 Cornell Drive,"Garland, TX",75042
1746,"$289,900",4 Bd,3 bath,1517 Danbury Drive,"Garland, TX",75040
1747,"$295,900",4 Bd,2 bath,2722 Princewood Drive,"Garland, TX",75040
1748,"$319,000",4 Bd,3 bath,2209 Villawood Lane,"Garland, TX",75040
1749,"$345,588",3 Bd,2 bath,5518 Juniper Drive,"Garland, TX",75043
1750,"$360,000",4 Bd,3 bath,5018 Hidden Creek Road,"Garland, TX",75043
1751,"$379,900",3 Bd,3 bath,1822 Mcclary Street,"Garland, TX",75040
1752,"$439,000",4 Bd,3 bath,2725 Winding Oak Trail,"Garland, TX",75044
1753,"$629,900",5 Bd,4 bath,1514 Summit Ridge Drive,"Garland, TX",75043
1754,"$79,900",2 Bd,2 bath,5714 Marina Drive,"Garland, TX",75043
1755,"$209,900",3 Bd,1 bath,904 Sycamore Drive,"Garland, TX",75041
1756,"$230,000",3 Bd,2 bath,4333 Hanover Drive,"Garland, TX",75042
1757,"$235,000",3 Bd,2 bath,4134 Greenway Drive,"Garland, TX",75041
1758,"$249,000",3 Bd,3 bath,2617 Brookcrest Drive,"Garland, TX",75040
1759,"$269,995",4 Bd,2 bath,2006 Mill Creek Road,"Garland, TX",75044
1760,"$270,000",4 Bd,3 bath,2226 Country Valley Road,"Garland, TX",75041
1761,"$350,000",4 Bd,3 bath,1706 Hill Creek Drive,"Garland, TX",75043
1762,"$375,000",4 Bd,2 bath,2514 Ivanridge Circle,"Garland, TX",75044
1763,"$399,000",5 Bd,4 bath,1513 Surrey Court,"Garland, TX",75043
1764,"$399,997",4 Bd,4 bath,2806 Knightsbridge Lane,"Garland, TX",75043
1765,"$428,000",4 Bd,3 bath,2013 Lake Front Trail,"Garland, TX",75043
1766,"$490,000",4 Bd,3 bath,1818 Country Club Circle,"Garland, TX",75043
1767,"$695,000",5 Bd,5 bath,1320 Stonecreek Court,"Garland, TX",75043
1768,"$140,000",3 Bd,1 bath,315 Glenfield Drive,"Garland, TX",75040
1769,"$149,000",2 Bd,2 bath,633 Carriagehouse Lane,"Garland, TX",75040
1770,"$215,000",2 Bd,2 bath,1029 Wakefield Drive,"Garland, TX",75040
1771,"$225,000",4 Bd,2 bath,1113 Larchfield Drive,"Garland, TX",75042
1772,"$250,000",4 Bd,2 bath,3833 Commonwealth Drive,"Garland, TX",75043
1773,"$347,900",3 Bd,2 bath,117 Camelia Street,"Garland, TX",75043
1774,"$49,900",0 Bd,0 bath,514 W Avenue F,"Garland, TX",75040
1775,"$169,000",3 Bd,2 bath,1714 Lynn Drive,"Garland, TX",75040
1776,"$194,900",4 Bd,1 bath,506 Henderson Circle,"Garland, TX",75040
1777,"$219,900",3 Bd,2 bath,117 Sunflower Drive,"Garland, TX",75041
1778,"$229,900",3 Bd,2 bath,1605 Dent Street,"Garland, TX",75042
1779,"$229,900",4 Bd,2 bath,713 Worcester Lane,"Garland, TX",75040
1780,"$245,000",4 Bd,3 bath,3034 Hillsdale Lane,"Garland, TX",75042
1781,"$260,000",3 Bd,3 bath,3614 BOXWOOD Drive,"Garland, TX",75040
1782,"$260,000",3 Bd,2 bath,3234 Embercrest Lane,"Garland, TX",75044
1783,"$318,000",3 Bd,2 bath,6301 Galaxie Road,"Garland, TX",75044
1784,"$336,000",4 Bd,2 bath,106 Lake Forest Court,"Garland, TX",75044
1785,"$345,000",4 Bd,3 bath,4406 Carlton Drive,"Garland, TX",75043
1786,"$349,900",3 Bd,2 bath,3146 Grand Bay Drive,"Garland, TX",75040
1787,"$389,000",5 Bd,4 bath,1916 Lake Front Trail,"Garland, TX",75043
1788,"$429,000",5 Bd,4 bath,4309 Exeter Drive,"Garland, TX",75043
1789,"$175,000",3 Bd,"1 bath
    | 1,062",133 W Avenue G,"Garland, TX",75040
1790,"$225,000",3 Bd,2 bath,2618 Western Drive,"Garland, TX",75042
1791,"$239,000",3 Bd,3 bath,1314 Deville Circle,"Garland, TX",75043
1792,"$239,900",3 Bd,2 bath,438 Thistle Drive,"Garland, TX",75043
1793,"$249,990",3 Bd,2 bath,2713 Esquire Lane,"Garland, TX",75044
1794,"$274,900",4 Bd,2 bath,2325 Glenbrook Meadows Drive,"Garland, TX",75040
1795,"$114,900",2 Bd,2 bath,741 Baruna Circle,"Garland, TX",75043
1796,"$160,000",3 Bd,2 bath,1330 Colony Drive,"Garland, TX",75040
1797,"$235,000",3 Bd,2 bath,1114 Foxe Basin Drive,"Garland, TX",75040
1798,"$250,000",3 Bd,2 bath,2914 Shenandoah Drive,"Garland, TX",75042
1799,"$265,000",4 Bd,3 bath,3921 Douglas Drive,"Garland, TX",75041
1800,"$215,000",3 Bd,2 bath,1705 Meridian Way,"Garland, TX",75040
1801,"$228,900",3 Bd,2 bath,422 Ivy Way,"Garland, TX",75043
1802,"$250,000",3 Bd,2 bath,1221 Phoebe Lane,"Garland, TX",75042
1803,"$289,999",3 Bd,2 bath,1421 Meandering Way,"Garland, TX",75040
1804,"$305,000",4 Bd,3 bath,3421 Crossbow Lane,"Garland, TX",75044
1805,"$347,000",3 Bd,2 bath,3462 Forest Hills Circle,"Garland, TX",75044
1806,"$425,000",4 Bd,4 bath,2106 Shari Lane,"Garland, TX",75043
1807,"$135,000",2 Bd,1 bath,624 Chandler Drive,"Garland, TX",75040
1808,"$159,900",2 Bd,1 bath,1233 Dent Street,"Garland, TX",75040
1809,"$170,000",3 Bd,2 bath,710 Carpenter Drive,"Garland, TX",75040
1810,"$175,000",3 Bd,1 bath,117 E Vista Drive,"Garland, TX",75041
1811,"$199,990",3 Bd,2 bath,2104 Prairie Creek Trail,"Garland, TX",75040
1812,"$233,000",4 Bd,2 bath,3904 Ashville Drive,"Garland, TX",75041
1813,"$249,900",3 Bd,2 bath,1713 Timbercreek Drive,"Garland, TX",75042
1814,"$259,000",3 Bd,2 bath,1013 Greenbriar Drive,"Garland, TX",75043
1815,"$260,000",3 Bd,2 bath,2326 LANCECREST Drive,"Garland, TX",75044
1816,"$419,500",5 Bd,4 bath,5709 Indian Hills Drive,"Garland, TX",75044
1817,"$1,200,000",0 Bd,0 bath,1938 Wynn Joyce Road,"Garland, TX",75043
1818,"$159,999",3 Bd,3 bath,836 Clarissa Place,"Garland, TX",75040
1819,"$178,000",3 Bd,1 bath,4606 Lawler Road,"Garland, TX",75042
1820,"$185,000",2 Bd,2 bath,4434 Wind River Lane,"Garland, TX",75042
1821,"$210,000",3 Bd,2 bath,2409 Highmont Drive,"Garland, TX",75041
1822,"$220,000",2 Bd,2 bath,3130 Willowbrook Court,"Garland, TX",75044
1823,"$230,000",4 Bd,2 bath,3102 O Henry Drive,"Garland, TX",75042
1824,"$234,999",3 Bd,"2 bath
    | 1,639",617 Prescott DR,"Garland, TX",75041
1825,"$235,000",4 Bd,2 bath,805 Hillcrest Drive,"Garland, TX",75040
1826,"$344,999",3 Bd,3 bath,708 Cedar Cove Drive,"Garland, TX",75040
1827,"$389,000",5 Bd,4 bath,2105 River Canyon Lane,"Garland, TX",75041
1828,"$399,000",3 Bd,4 bath,2446 Chesterfield Road,"Garland, TX",75043
1829,"$123,000",2 Bd,2 bath,3931 N Garland Avenue,"Garland, TX",75040
1830,"$165,000",3 Bd,2 bath,2027 Court Place,"Garland, TX",75041
1831,"$199,999",3 Bd,3 bath,3129 Willowbrook Court,"Garland, TX",75044
1832,"$232,900",3 Bd,2 bath,2502 Patricia Lane,"Garland, TX",75041
1833,"$238,900",3 Bd,2 bath,3238 Knights Haven Lane,"Garland, TX",75044
1834,"$250,000",3 Bd,3 bath,4229 Burning Tree Lane,"Garland, TX",75042
1835,"$259,900",3 Bd,2 bath,513 Willowcrest Drive,"Garland, TX",75040
1836,"$260,000",3 Bd,2 bath,4501 Baskerville Drive,"Garland, TX",75043
1837,"$263,000",3 Bd,2 bath,1821 Homestead Place,"Garland, TX",75044
1838,"$274,999",4 Bd,2 bath,3705 Berrywood Circle,"Garland, TX",75040
1839,"$287,900",4 Bd,2 bath,2514 Rodeo Court,"Garland, TX",75044
1840,"$425,000",4 Bd,3 bath,1310 GENOA Circle,"Garland, TX",75040
1841,"$162,600",3 Bd,2 bath,2837 Beasley Drive,"Garland, TX",75041
1842,"$174,990",3 Bd,2 bath,3614 Edgewood Drive,"Garland, TX",75042
1843,"$190,000",3 Bd,2 bath,1418 Greencove Drive,"Garland, TX",75040
1844,"$230,000",3 Bd,2 bath,5433 Deep Canyon Drive,"Garland, TX",75043
1845,"$242,900",4 Bd,2 bath,1433 Park East Drive,"Garland, TX",75043
1846,"$245,000",3 Bd,2 bath,501 WORCESTER Lane,"Garland, TX",75040
1847,"$159,000",2 Bd,2 bath,5728 Marina Drive,"Garland, TX",75043
1848,"$208,000",3 Bd,2 bath,4213 Mary Jane Lane,"Garland, TX",75043
1849,"$249,000",3 Bd,2 bath,2404 Scotswood Drive,"Garland, TX",75041
1850,"$299,000",3 Bd,3 bath,6403 Eagle Nest Drive,"Garland, TX",75044
1851,"$237,500",4 Bd,2 bath,1010 Lawson Drive,"Garland, TX",75042
1852,"$239,000",3 Bd,3 bath,3403 Aries Drive,"Garland, TX",75044
1853,"$45,000",0 Bd,0 bath,101 McKinley Street,"Garland, TX",75042
1854,"$199,500",2 Bd,"1 bath
    | 1,243",1301 W Walnut ST,"Garland, TX",75040
1855,"$204,900",3 Bd,2 bath,1729 Whiteoak Drive,"Garland, TX",75040
1856,"$210,000",3 Bd,1 bath,1312 Sylvan Drive,"Garland, TX",75040
1857,"$230,000",3 Bd,2 bath,1807 Geary Street,"Garland, TX",75043
1858,"$249,000",3 Bd,2 bath,3505 Ridgemoor Drive,"Garland, TX",75044
1859,"$250,000",3 Bd,2 bath,1109 Quail Drive,"Garland, TX",75040
1860,"$265,000",4 Bd,2 bath,3801 Bellaire Drive,"Garland, TX",75040
1861,"$269,333",3 Bd,2 bath,3217 Flameleaf Street,"Garland, TX",75044
1862,"$289,900",3 Bd,2 bath,2402 EMERSON Drive,"Garland, TX",75044
1863,"$295,000",4 Bd,3 bath,2625 Rochdale Street,"Garland, TX",75040
1864,"$319,000",4 Bd,3 bath,925 Royal Birkdale Drive,"Garland, TX",75044
1865,"$365,000",4 Bd,4 bath,1614 Skyline Drive,"Garland, TX",75043
1866,"$450,000",5 Bd,4 bath,510 Basswood Trail,"Garland, TX",75040
1867,"$239,900",3 Bd,2 bath,4209 Tynes Drive,"Garland, TX",75042
1868,"$265,000",3 Bd,2 bath,3417 Forest Hills Circle,"Garland, TX",75044
1869,"$274,900",3 Bd,2 bath,714 Carpenter Drive,"Garland, TX",75040
1870,"$310,000",5 Bd,2 bath,1421 Bowie Street,"Garland, TX",75042
1871,"$315,000",4 Bd,3 bath,2102 Richbrook Drive,"Garland, TX",75044
1872,"$45,000",3 Bd,2 bath,608 Edgefield Drive,"Garland, TX",75040
1873,"$140,000",4 Bd,2 bath,1018 Beverly Drive,"Garland, TX",75040
1874,"$159,900",3 Bd,2 bath,1110 Wycliff Drive,"Garland, TX",75040
1875,"$165,000",2 Bd,1 bath,840 Holly Drive,"Garland, TX",75040
1876,"$205,000",3 Bd,2 bath,1702 Legend Drive,"Garland, TX",75040
1877,"$239,000",4 Bd,2 bath,1110 Mill River Drive,"Garland, TX",75043
1878,"$270,000",5 Bd,3 bath,1228 ravina,"Garland, TX",75041
1879,"$425,000",4 Bd,4 bath,1506 Turning Leaf Lane,"Garland, TX",75040
1880,"$225,000",3 Bd,"2 bath
    | 1,773",3809 Whiterock TRL,"Garland, TX",75043
1881,"$225,900",3 Bd,2 bath,5537 Jester Drive,"Garland, TX",75044
1882,"$291,000",4 Bd,3 bath,1325 Meandering Way,"Garland, TX",75040
1883,"$395,900",4 Bd,3 bath,142 Camelia Street,"Garland, TX",75043
1884,"$197,500",3 Bd,2 bath,1106 Lourock Street,"Garland, TX",75040
1885,"$270,000",4 Bd,2 bath,1413 Kingsbridge Drive,"Garland, TX",75044
1886,"$349,000",5 Bd,4 bath,4113 Carrington Drive,"Garland, TX",75043
1887,"$510,000",6 Bd,4 bath,3117 Knightsbridge Lane,"Garland, TX",75043
1888,"$209,900",3 Bd,2 bath,717 Armstrong Drive,"Garland, TX",75040
1889,"$235,000",3 Bd,2 bath,1720 Bardfield Avenue,"Garland, TX",75041
1890,"$245,000",3 Bd,2 bath,1506 Glouchester Drive,"Garland, TX",75044
1891,"$399,900",4 Bd,3 bath,3130 Cross Timbers Lane,"Garland, TX",75044
1892,"$179,900",3 Bd,1 bath,536 Henderson Circle,"Garland, TX",75040
1893,"$240,000",3 Bd,2 bath,1417 Danbury Drive,"Garland, TX",75040
1894,"$449,000",4 Bd,3 bath,1433 Prestonwood Road,"Garland, TX",75040
1895,"$91,000",1 Bd,1 bath,5805 Marvin Loving Drive,"Garland, TX",75043
1896,"$184,900",2 Bd,2 bath,5106 Lakeridge Court,"Garland, TX",75043
1897,"$90,000",0 Bd,0 bath,504 Paul Street,"Garland, TX",75043
1898,"$184,900",4 Bd,2 bath,2814 Hardy Way,"Garland, TX",75041
1899,"$228,900",4 Bd,3 bath,102 Roma Drive,"Garland, TX",75041
1900,"$235,000",4 Bd,2 bath,852 Crockett Street,"Garland, TX",75040
1901,"$249,900",3 Bd,2 bath,3421 Shoreside Drive,"Garland, TX",75043
1902,"$335,000",4 Bd,3 bath,2506 Cresthaven Drive,"Garland, TX",75040
1903,"$210,000",3 Bd,2 bath,1108 Sleepy Hollow Drive,"Garland, TX",75043
1904,"$230,000",4 Bd,3 bath,905 Bradfield Drive,"Garland, TX",75042
1905,"$295,000",3 Bd,2 bath,3314 RIDGE OAK Drive,"Garland, TX",75044
1906,"$358,990",3 Bd,3 bath,3105 Annette Court,"Garland, TX",75044
1907,"$485,396",3 Bd,3 bath,369 Myrtle Beach Drive,"Garland, TX",75040
1908,"$140,000",2 Bd,"1 bath
    | 1,136",2705 Holm DR,"Garland, TX",75041
1909,"$140,000",2 Bd,1 bath,2705 Holm Drive,"Garland, TX",75041
1910,"$210,000",3 Bd,2 bath,1410 Quail Drive,"Garland, TX",75040
1911,"$225,000",3 Bd,2 bath,3929 Roanoke Drive,"Garland, TX",75041
1912,"$270,000",3 Bd,2 bath,2909 Riviera Drive,"Garland, TX",75040
1913,"$229,000",3 Bd,3 bath,3116 Pebblebrook Court,"Garland, TX",75044
1914,"$235,000",3 Bd,2 bath,6326 McCartney Lane,"Garland, TX",75043
1915,"$293,000",5 Bd,4 bath,1110 Cabana Lane,"Garland, TX",75042
1916,"$335,000",4 Bd,3 bath,1505 Palm Valley Drive,"Garland, TX",75043
1917,"$130,000",2 Bd,"2 bath
    | 1,100",5906 Marina DR 36,"Garland, TX",75043
1918,"$179,000",3 Bd,2 bath,1005 Foxe Basin Drive,"Garland, TX",75040
1919,"$179,000",2 Bd,1 bath,2940 Pegasus Drive,"Garland, TX",75044
1920,"$399,900",3 Bd,3 bath,2133 Rolling Oak Lane,"Garland, TX",75044
1921,"$193,500",3 Bd,2 bath,2006 Woodnote Lane,"Garland, TX",75040
1922,"$249,900",3 Bd,2 bath,4110 Ashville Drive,"Garland, TX",75041
1923,"$287,000",3 Bd,"2 bath
    | 1,812",3130 Ripplewood DR,"Garland, TX",75044
1924,"$304,900",4 Bd,2 bath,1125 Gardengate Circle,"Garland, TX",75043
1925,"$290,000",4 Bd,2 bath,3417 Blueridge Lane,"Garland, TX",75042
1926,"$149,900",2 Bd,2 bath,3217 Whatley Drive,"Garland, TX",75043
1927,"$205,000",3 Bd,2 bath,5657 Saddleback Road,"Garland, TX",75043
1928,"$556,735",4 Bd,3 bath,381 Myrtle Beach,"Garland, TX",75040
1929,"$240,000",3 Bd,"2 bath
    | 1,679",1417 Danbury DR,"Garland, TX",75040
1930,"$271,900",3 Bd,2 bath,1302 Peaceway Drive,"Garland, TX",75043
1931,"$315,000",3 Bd,3 bath,4729 Forrest Springs Cove,"Garland, TX",75043
1932,"$360,543",3 Bd,2 bath,5506 Juniper Drive,"Garland, TX",75043
1933,"$120,000",2 Bd,2 bath,4436 Wind River Lane,"Garland, TX",75042
1934,"$195,000",3 Bd,1 bath,2601 Lakewood Drive,"Garland, TX",75042
1935,"$303,493",2 Bd,2 bath,1633 Dewberry Lane,"Garland, TX",75042
1936,"$303,493",2 Bd,"2 bath
    | 1,380",1633 Dewberry LN,"Garland, TX",75042
1937,"$214,900",3 Bd,2 bath,413 Peaceful Drive,"Garland, TX",75043
1938,"$189,800",3 Bd,3 bath,4902 Rollingwood Court,"Garland, TX",75043
1939,"$375,000",3 Bd,3 bath,11 Winding Creek Trail,"Garland, TX",75043
1940,"$180,000",3 Bd,2 bath,134 E Kingsley Road,"Garland, TX",75041
1941,"$303,521",2 Bd,"2 bath
    | 1,380",1637 Dewberry LN,"Garland, TX",75042
1942,"$326,690",2 Bd,"2 bath
    | 1,380",1642 Greatfield DR,"Garland, TX",75042
1943,"$528,000",0 Bd,0 bath,2053 W Walnut Street,"Garland, TX",75042
1944,"$279,000",4 Bd,3 bath,1000 Cuero Drive,"Garland, TX",75040
1945,"$349,900",4 Bd,3 bath,3313 Enclave Court,"Garland, TX",75040
1946,"$374,900",3 Bd,3 bath,2609 Rockport Circle,"Garland, TX",75044
1947,"$510,000",4 Bd,4 bath,1857 Mcclary Street,"Garland, TX",75040
1948,"$189,900",3 Bd,2 bath,2101 Gemini Drive,"Garland, TX",75040
1949,"$303,521",2 Bd,2 bath,1637 Dewberry Lane,"Garland, TX",75042
1950,"$240,000",3 Bd,2 bath,1114 Intervale,"Garland, TX",75043
1951,"$354,000",4 Bd,3 bath,1418 Glenshire Drive,"Garland, TX",75043
1952,"$295,000",3 Bd,"2 bath
    | 1,868",425 Brookfield DR,"Garland, TX",75040
1953,"$528,000",0 Bd,0 bath,2117 W Walnut Street,"Garland, TX",75042
1954,"$975,000",7 Bd,8 bath,2817 Country Valley Road,"Garland, TX",75043
1955,"$240,000",3 Bd,2 bath,4041 Salem Drive,"Garland, TX",75043
1956,"$250,000",3 Bd,2 bath,4101 Hillsdale Lane,"Garland, TX",75042
1957,"$240,000",3 Bd,2 bath,1030 Delores Drive,"Garland, TX",75040
1958,"$293,000",3 Bd,2 bath,2226 Villawood Lane,"Garland, TX",75040
1959,"$215,000",3 Bd,2 bath,1714 Indian School Road,"Garland, TX",75044
1960,"$120,000",3 Bd,2 bath,3558 Zion Road,"Garland, TX",75043
1961,"$195,000",3 Bd,2 bath,822 Bandera Lane,"Garland, TX",75040
1962,"$285,114",4 Bd,4 bath,1012 Sylvan Drive,"Garland, TX",75040
1963,"$650,000",5 Bd,"5 bath
    | 3,728",2818 Woods Lane,"Garland, TX",75044
1964,"$209,900",3 Bd,2 bath,4217 Princeton Drive,"Garland, TX",75042
1965,"$394,900",4 Bd,3 bath,4917 Meadow Vista Place,"Garland, TX",75043
1966,"$345,000",5 Bd,4 bath,4430 Stirling Drive,"Garland, TX",75043
1967,"$130,000",2 Bd,2 bath,5906 Marina Drive,"Garland, TX",75043
1968,"$145,000",3 Bd,2 bath,604 Eastern Star Drive,"Garland, TX",75040
1969,"$458,155",3 Bd,3 bath,1649 Goodfield Lane,"Garland, TX",75042
1970,"$270,000",3 Bd,2 bath,417 Perdido Drive,"Garland, TX",75043
1971,"$301,025",2 Bd,2 bath,1630 Dewberry Lane,"Garland, TX",75042
1972,"$301,025",2 Bd,"2 bath
    | 1,380",1630 Dewberry LN,"Garland, TX",75042
1973,"$308,274",2 Bd,2 bath,1634 Goodfield Lane,"Garland, TX",75042
1974,"$308,274",2 Bd,"2 bath
    | 1,380",1634 Goodfield LN,"Garland, TX",75042
1975,"$349,000",4 Bd,3 bath,2001 Westshore Drive,"Garland, TX",75043
1976,"$92,000",1 Bd,1 bath,5825 Marvin Loving,"Garland, TX",75043
1977,"$470,709",3 Bd,3 bath,1450 Prestonwood,"Garland, TX",75040
1978,"$259,900",3 Bd,2 bath,5701 Excalibur Drive,"Garland, TX",75044
1979,"$334,990",4 Bd,3 bath,1302 INCLINE Circle,"Garland, TX",75040
1980,"$375,000",4 Bd,4 bath,2909 Club Meadow Drive,"Garland, TX",75043
1981,"$725,000",0 Bd,0 bath,3301 Roan Road,"Garland, TX",75043
1982,"$240,000",3 Bd,3 bath,5115 Whitehaven Drive,"Garland, TX",75043
1983,"$189,000",2 Bd,1 bath,218 Barger Street,"Garland, TX",75040
1984,"$447,360",4 Bd,3 bath,1622 Everett Drive,"Garland, TX",75044
